5.707782960193384,3192
5.74368214581458,2240
5.707782960193384,2240
6.002117990243856,1605
5.722420982151276,1072
5.790988461350749,1105
5.86154371130594,741
5.935026949126088,792
5.557601960461015,766
5.484784978941198,1085
5.494176377975426,816
5.61809169312672,579
5.815363610778089,562
5.729103470087808,595
5.225032397320227,338
5.6259004501032335,236
5.576270854305579,333
5.644027676542294,239
5.668163609390896,237
5.46412854233076,334
5.871946989578965,1600
5.8469046479276825,2280
5.8140231560469875,780
5.832276043575413,1600
5.798497729184221,2280
5.861396337514601,1760
5.839561032639824,1760
5.790036712599056,2508
